"id","mszoning","lotfrontage","lotarea","lotshape","landcontour","lotconfig","landslope","neighborhood","condition1","bldgtype","housestyle","overallqual","overallcond","yearbuilt","yearremodadd","roofstyle","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtunfsf","totalbsmtsf","heating","heatingqc","electrical","x1stflrsf","x2ndflrsf","grlivarea","bsmtfullbath","fullbath","halfbath","bedroomabvgr","kitchenqual","totrmsabvgrd","functional","fireplaces","fireplacequ","garagetype","garageyrblt","garagefinish","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","fence","miscfeature","saletype","salecondition","saleprice","sale_date","total_baths"
745,"RL",41,5395,"IR1","HLS","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",733,"Unf",604,1337,"GasA","Gd","SBrkr",1337,0,1337,1,2,0,2,"Gd",5,"Typ",1,"TA","Attchd",1993,"RFn",2,462,96,0,70,NA,NA,"WD","Normal",180000,2008-10-01,2
746,"RL",21,8963,"IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",8,9,1976,1996,"Hip","VinylSd","VinylSd","BrkFace",289,"Ex","Gd","CBlock","TA","Gd","No","GLQ",575,"ALQ",487,1142,"GasA","Ex","SBrkr",1175,1540,2715,0,3,1,4,"Gd",11,"Typ",2,"TA","BuiltIn",1994,"Fin",2,831,0,204,0,NA,NA,"WD","Normal",299800,2008-07-01,3.5
747,"RL",21,8795,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",300,"Unf",652,952,"GasA","Ex","SBrkr",980,1276,2256,0,2,1,4,"Gd",8,"Typ",1,"TA","BuiltIn",2000,"Fin",2,554,224,54,0,NA,NA,"WD","Normal",236000,2009-04-01,2.5
748,"RM",65,11700,"IR1","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story",7,7,1880,2003,"Mansard","Stucco","Stucco","None",0,"Gd","TA","Stone","TA","Fa","No","Unf",0,"Unf",1240,1240,"GasW","TA","SBrkr",1320,1320,2640,0,1,1,4,"Gd",8,"Typ",1,"Gd","Detchd",1950,"Unf",4,864,181,0,0,NA,NA,"WD","Normal",265979,2009-05-01,1.5
749,"RL",59,10593,"IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","1Story",7,5,1996,1996,"Hip","VinylSd","VinylSd","BrkFace",338,"Gd","TA","PConc","Gd","TA","No","GLQ",919,"Unf",801,1720,"GasA","Ex","SBrkr",1720,0,1720,1,2,0,3,"Gd",7,"Typ",1,"TA","Attchd",1996,"Fin",2,527,240,56,154,NA,NA,"WD","Normal",260400,2010-03-01,2
750,"RL",50,8405,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",4,3,1945,1950,"Gable","WdShing","Wd Shng","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,"Wall","TA","FuseF",1088,441,1529,0,2,0,4,"TA",9,"Mod",0,NA,"Detchd",1945,"Unf",1,240,92,0,185,NA,NA,"WD","Normal",98000,2009-04-01,2
751,"RM",55,8800,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin",4,7,1910,2004,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",576,576,"GasA","Gd","SBrkr",792,348,1140,0,1,0,3,"TA",7,"Min2",0,NA,NA,1900,NA,0,0,0,160,0,NA,NA,"WD","Normal",96500,2010-06-01,1
752,"RL",21,7750,"Reg","Lvl","Inside","Gtl","Gilbert","RRAn","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",660,660,"GasA","Ex","SBrkr",660,660,1320,0,2,1,3,"Gd",6,"Typ",0,NA,"Attchd",2003,"Fin",2,400,0,48,0,NA,NA,"WD","Normal",162000,2007-08-01,2.5
753,"RL",79,9236,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","Gd","GLQ",1200,"Unf",279,1479,"GasA","Ex","SBrkr",1494,0,1494,1,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",1997,"RFn",2,576,168,27,0,NA,NA,"WD","Normal",217000,2006-07-01,2
754,"RL",80,10240,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2005,2005,"Gable","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",1030,1030,"GasA","Gd","SBrkr",1038,1060,2098,0,2,1,3,"Ex",8,"Typ",1,"Gd","Attchd",2005,"RFn",3,878,192,52,0,NA,NA,"WD","Normal",275500,2006-03-01,2.5
755,"RL",61,7930,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,8,1969,2005,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",439,"LwQ",115,1026,"GasA","Gd","SBrkr",1026,0,1026,1,1,0,3,"Gd",5,"Typ",0,NA,"Detchd",1969,"RFn",2,440,171,48,0,NA,NA,"WD","Normal",156000,2009-07-01,1
756,"FV",34,3230,"Reg","Lvl","Inside","Gtl","Somerst","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",894,"TA","TA","PConc","Gd","TA","No","GLQ",381,"Unf",348,729,"GasA","Gd","SBrkr",742,729,1471,0,2,1,3,"TA",6,"Typ",0,NA,"Detchd",1999,"Unf",2,440,0,24,0,NA,NA,"WD","Normal",172500,2009-03-01,2.5
757,"RL",68,10769,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",20,"Unf",846,866,"GasA","Ex","SBrkr",866,902,1768,0,2,1,3,"Gd",7,"Typ",0,NA,"Attchd",2007,"RFn",2,578,144,105,0,NA,NA,"WD","Normal",212000,2009-04-01,2.5
758,"RL",21,11616,"IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","2Story",6,5,1978,1978,"Hip","HdBoard","HdBoard","BrkCmn",328,"TA","TA","CBlock","TA","TA","Mn","Rec",438,"Unf",234,672,"GasA","TA","SBrkr",672,714,1386,0,2,1,3,"TA",6,"Typ",1,"TA","Attchd",1978,"Fin",2,440,335,0,0,"GdPrv",NA,"WD","Abnorml",158900,2010-04-01,2.5
759,"FV",24,2280,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Twnhs","2Story",7,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",360,"TA","TA","PConc","Gd","TA","No","ALQ",549,"Unf",195,744,"GasA","Gd","SBrkr",757,744,1501,0,2,1,3,"TA",6,"Typ",0,NA,"Detchd",1999,"Unf",2,440,0,0,0,NA,NA,"WD","Normal",179400,2008-08-01,2.5
760,"RL",65,12257,"IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1995,1995,"Gable","VinylSd","VinylSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","Av","LwQ",56,"ALQ",1198,1318,"GasA","Ex","SBrkr",1328,1203,2531,0,2,1,4,"Gd",9,"Typ",1,"TA","Attchd",1995,"RFn",3,752,222,98,0,NA,NA,"WD","Normal",290000,2007-11-01,2.5
761,"RL",70,9100,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",612,"Unf",252,864,"GasA","Ex","SBrkr",864,0,864,0,1,0,2,"TA",5,"Typ",0,NA,"Detchd",2008,"Unf",1,300,0,0,0,NA,"Shed","WD","Normal",127500,2009-10-01,1
762,"RM",60,6911,"Reg","Lvl","FR2","Gtl","BrkSide","Feedr","1Fam","1Story",5,5,1924,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","Mn","LwQ",405,"Unf",740,1145,"GasA","TA","SBrkr",1301,0,1301,0,1,0,2,"Fa",5,"Min1",0,NA,"Detchd",1965,"Unf",2,440,0,0,0,NA,NA,"WD","Normal",100000,2009-10-01,1
763,"FV",72,8640,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",24,"Unf",732,756,"GasA","Ex","SBrkr",764,783,1547,0,2,1,3,"Gd",7,"Typ",0,NA,"Attchd",2009,"Unf",2,614,169,45,0,NA,NA,"Con","Normal",215200,2010-06-01,2.5
764,"RL",82,9430,"Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",673,"Gd","TA","PConc","Gd","TA","Mn","GLQ",1163,"Unf",89,1252,"GasA","Ex","SBrkr",1268,1097,2365,1,2,1,3,"Gd",8,"Typ",1,"Gd","Attchd",1999,"RFn",3,856,0,128,0,NA,NA,"WD","Normal",337000,2009-07-01,2.5
765,"RL",30,9549,"IR1","Lvl","CulDSac","Gtl","Veenker","Norm","TwnhsE","1Story",8,5,1995,1996,"Hip","BrkFace","BrkFace","None",0,"Gd","Gd","PConc","Gd","Gd","Av","LwQ",437,"GLQ",0,1494,"GasA","Ex","SBrkr",1494,0,1494,1,1,1,2,"Ex",6,"Typ",1,"Gd","Attchd",1995,"Fin",2,481,0,30,0,NA,NA,"WD","Normal",270000,2006-04-01,1.5
766,"RL",75,14587,"IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",9,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",284,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1498,1498,"GasA","Ex","SBrkr",1506,0,1506,0,2,0,2,"Ex",6,"Typ",1,"Gd","Attchd",2008,"Fin",2,592,0,174,0,NA,NA,"New","Partial",264132,2008-08-01,2
767,"RL",80,10421,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,5,1988,1988,"Gable","HdBoard","HdBoard","BrkFace",42,"TA","TA","CBlock","Gd","TA","No","GLQ",394,"Unf",586,980,"GasA","TA","SBrkr",980,734,1714,0,2,1,3,"TA",7,"Typ",1,"TA","Attchd",1988,"Unf",2,496,228,66,156,"MnPrv","Shed","WD","Normal",196500,2010-03-01,2.5
768,"RL",75,12508,"IR1","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1.5Fin",6,7,1940,1985,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Mn","ALQ",660,"Unf",323,983,"GasA","Ex","SBrkr",983,767,1750,1,2,0,4,"TA",7,"Mod",0,NA,"Attchd",1989,"Unf",1,423,245,0,156,NA,"Shed","WD","Normal",160000,2008-07-01,2
769,"RL",70,9100,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2004,2005,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",1836,1860,"GasA","Ex","SBrkr",1836,0,1836,0,2,0,3,"Gd",8,"Typ",1,"Gd","Attchd",2004,"Fin",2,484,120,33,0,NA,NA,"WD","Normal",216837,2006-10-01,2
770,"RL",47,53504,"IR2","HLS","CulDSac","Mod","StoneBr","Norm","1Fam","2Story",8,5,2003,2003,"Hip","CemntBd","Wd Shng","BrkFace",603,"Ex","TA","PConc","Gd","TA","Gd","ALQ",1416,"Unf",234,1650,"GasA","Ex","SBrkr",1690,1589,3279,1,3,1,4,"Ex",12,"Mod",1,"Gd","BuiltIn",2003,"Fin",3,841,503,36,0,NA,NA,"WD","Normal",538000,2010-06-01,3.5
771,"RL",21,7252,"IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","SFoyer",5,5,1982,1982,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",685,"Unf",173,858,"GasA","TA","SBrkr",858,0,858,1,1,0,2,"TA",5,"Typ",0,NA,"Detchd",1983,"Unf",2,576,120,0,0,NA,NA,"WD","Normal",134900,2009-04-01,1
772,"RL",67,8877,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,1951,1951,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","Fa","No","LwQ",836,"Unf",0,836,"GasA","TA","FuseF",1220,0,1220,0,1,0,2,"TA",6,"Typ",0,NA,"Detchd",1951,"Unf",2,396,0,0,0,NA,NA,"COD","Normal",102000,2006-04-01,1
773,"RL",94,7819,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",422,"BLQ",480,1029,"GasA","TA","SBrkr",1117,0,1117,1,1,0,3,"TA",6,"Typ",1,"TA","Detchd",1976,"Unf",2,672,144,0,0,"MnPrv",NA,"WD","Abnorml",107000,2010-03-01,1
774,"RL",70,10150,"Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story",5,5,1958,1958,"Gable","Wd Sdng","Wd Sdng","None",1,"TA","TA","CBlock","TA","TA","No","Rec",456,"Unf",456,912,"GasA","Ex","FuseA",912,0,912,0,1,0,2,"TA",5,"Typ",0,NA,"Attchd",1958,"RFn",1,275,0,0,0,NA,NA,"COD","Normal",114500,2007-07-01,1
775,"RL",110,14226,"Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",375,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",1935,1935,"GasA","Gd","SBrkr",1973,0,1973,0,2,0,3,"Gd",9,"Typ",1,"Gd","Attchd",2006,"Fin",3,895,315,45,0,NA,NA,"New","Partial",395000,2007-07-01,2
776,"RM",32,4500,"Reg","Lvl","FR2","Gtl","Mitchel","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",320,"TA","TA","PConc","Ex","TA","No","GLQ",866,"Unf",338,1204,"GasA","Ex","SBrkr",1204,0,1204,1,2,0,2,"TA",5,"Typ",0,NA,"Attchd",1998,"Fin",2,412,0,247,0,NA,NA,"WD","Normal",162000,2009-06-01,2
777,"RL",86,11210,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",20,"Unf",1594,1614,"GasA","Ex","SBrkr",1614,0,1614,0,2,0,3,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",3,865,144,59,0,NA,NA,"New","Partial",221500,2006-07-01,2
778,"RL",100,13350,"IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1974,1974,"Hip","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",762,"Unf",102,864,"GasA","TA","SBrkr",894,0,894,1,1,0,3,"TA",5,"Typ",1,"Fa","Attchd",1974,"Unf",2,440,241,0,0,"MnPrv",NA,"WD","Normal",142500,2006-06-01,1
779,"RH",60,8400,"Reg","Lvl","Inside","Gtl","SawyerW","Feedr","Duplex","1Story",5,5,1977,1977,"Gable","Plywood","Plywood","BrkFace",320,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,"GasA","TA","SBrkr",2020,0,2020,0,2,0,4,"TA",10,"Typ",2,"TA","Detchd",1977,"Unf",2,630,0,0,0,NA,NA,"WD","Normal",144000,2007-10-01,2
780,"RL",78,10530,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","Duplex","SFoyer",6,5,1977,1977,"Gable","Plywood","ImStucc","BrkFace",90,"TA","TA","CBlock","Gd","TA","Gd","GLQ",975,"Unf",0,975,"GasA","TA","SBrkr",1004,0,1004,1,1,0,2,"TA",4,"Typ",0,NA,"Attchd",1977,"Unf",2,504,0,0,0,NA,NA,"WD","Normal",135000,2006-05-01,1
781,"RL",63,7875,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","1Story",7,5,1995,1996,"Gable","HdBoard","HdBoard","BrkFace",38,"TA","TA","PConc","Gd","Gd","No","Unf",0,"Unf",1237,1237,"GasA","Gd","SBrkr",1253,0,1253,0,2,0,3,"TA",6,"Typ",1,"TA","Attchd",1995,"Fin",2,402,220,21,0,NA,NA,"WD","Normal",176000,2007-06-01,2
782,"RL",65,7153,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,5,1992,1992,"Gable","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","ALQ",387,"Unf",374,761,"GasA","Ex","SBrkr",810,793,1603,0,2,1,3,"Gd",7,"Typ",0,NA,"Attchd",1992,"RFn",2,484,0,124,0,NA,NA,"WD","Normal",175900,2006-07-01,2.5
783,"RL",67,16285,"IR2","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2001,2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1413,1413,"GasA","Ex","SBrkr",1430,0,1430,0,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",2001,"RFn",2,605,0,33,0,NA,NA,"WD","Normal",187100,2009-06-01,2
784,"RL",21,9101,"IR1","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","SFoyer",5,6,1978,1978,"Gable","Plywood","Plywood","BrkFace",104,"TA","Gd","PConc","Gd","TA","Av","GLQ",1097,"Unf",0,1097,"GasA","Ex","SBrkr",1110,0,1110,1,1,0,1,"Gd",4,"Typ",1,"TA","Attchd",1978,"Fin",2,602,303,30,0,NA,NA,"WD","Normal",165500,2009-07-01,1
785,"RM",35,6300,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2.5Unf",6,6,1914,2001,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",742,742,"GasA","Ex","SBrkr",742,742,1484,0,2,0,3,"TA",9,"Typ",1,"Gd",NA,1900,NA,0,0,0,291,134,NA,NA,"WD","Normal",128000,2008-06-01,2
786,"RL",21,9790,"Reg","Lvl","Inside","Gtl","NWAmes","Feedr","1Fam","1Story",6,5,1967,1967,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",251,"LwQ",491,1372,"GasA","TA","SBrkr",1342,0,1342,0,2,0,3,"TA",7,"Typ",1,"Gd","Attchd",1967,"Unf",2,457,0,0,0,NA,NA,"WD","Normal",161500,2009-09-01,2
787,"RM",60,10800,"Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","1.5Fin",5,6,1915,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","TA","No","LwQ",686,"Unf",0,686,"GasA","TA","SBrkr",966,686,1652,1,2,0,4,"TA",7,"Typ",0,NA,"Detchd",1961,"Unf",1,416,0,0,196,NA,"Shed","WD","Normal",139000,2010-06-01,2
788,"RL",76,10142,"IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",656,"Unf",300,956,"GasA","Ex","SBrkr",956,1128,2084,1,2,1,4,"Gd",8,"Typ",0,NA,"BuiltIn",2004,"RFn",2,618,0,45,0,NA,NA,"WD","Normal",233000,2010-01-01,2.5
789,"RM",50,6000,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1Story",4,7,1954,2000,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",901,901,"GasA","Ex","SBrkr",901,0,901,0,1,0,2,"TA",4,"Typ",0,NA,"Detchd",1954,"Unf",1,281,0,0,0,NA,NA,"WD","Normal",107900,2008-08-01,1
790,"RL",21,12205,"IR1","Low","Inside","Gtl","ClearCr","Norm","1Fam","2Story",6,8,1966,2007,"Gable","HdBoard","HdBoard","BrkFace",157,"TA","TA","CBlock","TA","Fa","Gd","LwQ",568,"Unf",264,832,"GasA","Gd","SBrkr",976,1111,2087,0,2,1,5,"Gd",9,"Typ",0,NA,"Attchd",1966,"Fin",2,444,133,168,0,NA,NA,"WD","Normal",187500,2007-07-01,2.5
791,"RL",43,3182,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",11,"Gd","TA","PConc","Gd","TA","No","GLQ",16,"Unf",1129,1145,"GasA","Ex","SBrkr",1145,0,1145,0,2,0,2,"Gd",5,"Typ",1,"Gd","Attchd",2005,"Fin",2,397,100,16,0,NA,NA,"WD","Normal",160200,2009-09-01,2
792,"RL",21,11333,"IR1","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Av","ALQ",539,"Unf",490,1029,"GasA","TA","SBrkr",1062,0,1062,1,1,0,3,"TA",5,"Typ",2,"TA","Attchd",1976,"RFn",2,539,120,0,0,NA,NA,"WD","Normal",146800,2007-05-01,1
793,"RL",92,9920,"IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story",7,5,1996,1997,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",862,"Unf",255,1117,"GasA","Ex","SBrkr",1127,886,2013,1,2,1,3,"TA",8,"Typ",1,"TA","Attchd",1997,"Unf",2,455,180,130,0,NA,NA,"WD","Normal",269790,2007-06-01,2.5
794,"RL",76,9158,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CemntBd","CmentBd","Stone",140,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",1496,1496,"GasA","Ex","SBrkr",1496,0,1496,0,2,0,3,"Gd",7,"Typ",0,NA,"Attchd",2007,"Fin",2,474,168,130,0,NA,NA,"New","Partial",225000,2007-06-01,2
795,"RL",21,10832,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1994,1996,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",712,712,"GasA","Ex","SBrkr",1086,809,1895,0,2,1,3,"Gd",7,"Typ",1,"TA","Attchd",1994,"Fin",2,409,143,46,0,NA,"Shed","WD","Normal",194500,2008-10-01,2.5
796,"RL",70,8400,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,6,1980,1981,"Gable","HdBoard","HdBoard","BrkFace",130,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",650,650,"GasA","TA","SBrkr",888,676,1564,0,2,1,3,"TA",7,"Typ",1,"TA","Attchd",1980,"Unf",2,476,0,50,0,"MnPrv",NA,"WD","Normal",171000,2010-04-01,2.5
797,"RL",71,8197,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",6,5,1977,1977,"Gable","Plywood","Plywood","BrkFace",148,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",660,660,"GasA","Ex","SBrkr",1285,0,1285,0,1,1,3,"TA",7,"Typ",1,"TA","Attchd",1977,"RFn",2,528,138,0,0,"MnPrv",NA,"WD","Normal",143500,2007-04-01,1.5
798,"RL",57,7677,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1953,1953,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",570,"Unf",203,773,"GasA","Gd","SBrkr",773,0,773,0,1,0,2,"TA",4,"Typ",0,NA,"Attchd",1953,"Unf",1,240,0,0,0,NA,NA,"WD","Abnorml",110000,2008-04-01,1
799,"RL",104,13518,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2008,2009,"Hip","VinylSd","VinylSd","Stone",860,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",1926,1926,"GasA","Ex","SBrkr",1966,1174,3140,0,3,1,4,"Ex",11,"Typ",2,"Gd","BuiltIn",2009,"Fin",3,820,144,78,0,NA,NA,"New","Partial",485000,2009-07-01,3.5
800,"RL",60,7200,"Reg","Lvl","Corner","Gtl","SWISU","Feedr","1Fam","1.5Fin",5,7,1937,1950,"Gable","Wd Sdng","Wd Sdng","BrkFace",252,"TA","TA","BrkTil","Gd","TA","No","ALQ",569,"Unf",162,731,"GasA","Ex","SBrkr",981,787,1768,1,1,1,3,"Gd",7,"Typ",2,"TA","Detchd",1939,"Unf",1,240,0,0,264,"MnPrv",NA,"WD","Normal",175000,2007-06-01,1.5
801,"RL",79,12798,"IR1","HLS","Inside","Mod","ClearCr","Feedr","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",462,"Unf",154,616,"GasA","Gd","SBrkr",616,1072,1688,1,2,1,4,"Gd",8,"Typ",0,NA,"Attchd",1997,"RFn",2,603,403,114,185,NA,"Shed","WD","Normal",200000,2008-05-01,2.5
802,"RM",40,4800,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1Story",4,7,1916,1990,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",197,"Unf",999,1196,"GasA","Ex","FuseA",1196,0,1196,1,1,0,2,"TA",5,"Typ",0,NA,"Detchd",1957,"Unf",2,440,0,0,0,NA,NA,"WD","Normal",109900,2007-07-01,1
803,"RL",63,8199,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2005,2005,"Gable","WdShing","Wd Shng","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",648,"Unf",80,728,"GasA","Ex","SBrkr",728,728,1456,1,2,1,3,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,410,36,18,0,NA,NA,"WD","Normal",189000,2008-10-01,2.5
804,"RL",107,13891,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2008,2009,"Hip","VinylSd","VinylSd","Stone",424,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",1734,1734,"GasA","Ex","SBrkr",1734,1088,2822,0,3,1,4,"Ex",12,"Typ",1,"Gd","BuiltIn",2009,"RFn",3,1020,52,170,0,NA,NA,"New","Partial",582933,2009-01-01,3.5
805,"RL",75,9000,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1954,1954,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",812,"Unf",124,936,"GasA","TA","SBrkr",1128,0,1128,0,1,0,2,"TA",5,"Min1",0,NA,"Attchd",1954,"Unf",1,286,0,0,0,"GdWo",NA,"WD","Family",118000,2006-06-01,1
806,"RL",91,12274,"IR1","Lvl","FR2","Gtl","Somerst","Norm","1Fam","1Story",7,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1417,1417,"GasA","Ex","SBrkr",1428,0,1428,0,2,0,3,"Ex",6,"Typ",0,NA,"Attchd",2008,"RFn",2,554,0,60,0,NA,NA,"New","Partial",227680,2008-07-01,2
